lemma_Charcot,tfIdf_Charcot,lemma_Autres,tfIdf_Autres
vésical,"0,00670918578646566",viscéral,"0,0118874653282261"
vements,"0,00670918578646566",œil gauche,"0,0118214238541804"
débilité,"0,00670918578646566",tare,"0,011689340906089"
syllabe,"0,00670918578646566",pied droit,"0,0116232994320433"
corps étranger,"0,00670918578646566",délirant,"0,0116232994320433"
parenchymateux,"0,00670918578646566",antécédent personnel,"0,0114912164839519"
lepsie,"0,00654352687815787",œil droit,"0,0108968432175406"
muscu,"0,00637786796985008",paume,"0,0108308017434949"
attaque de épilepsie,"0,00621220906154228",clonique,"0,0105005943732664"
sphincter,"0,00612937960738839",grosseur,"0,0103024699511293"
crural,"0,00612937960738839",déglutition,"0,00838726720380399"
phie,"0,00596372069908059",moitié droit,"0,00832122572975829"
infirmité,"0,0057980617907728",diaphragme,"0,00818914278166689"
occasionnel,"0,005632402882465",pied gauche,"0,00818914278166689"
intestinal,"0,00538391452000332",heure du soir,"0,00779289393739268"
exagéré,"0,00513542615754162",sieur,"0,00779289393739268"
rhumatismal,"0,00505259670338773",engourdissement,"0,00752872804120988"
expé,"0,00505259670338773",globe oculaire,"0,00746268656716418"
embolie,"0,00488693779507993",battement,"0,00660414740457007"
destructif,"0,00480410834092603",appendice,"0,00653810593052437"
graduel,"0,00455561997846434",pourtour,"0,00640602298243297"
sation,"0,00447279052431045",latent,"0,00594373266411307"
sible,"0,00438996107015655",ultérieur,"0,00534935939770176"
congestif,"0,00414147270769486",lèvre supérieur,"0,00534935939770176"
inerte,"0,00397581379938707",frayeur,"0,00528331792365606"
viscère,"0,00389298434523316",inerte,"0,00488706907938185"
brûlure,"0,0029818603495403",persistant,"0,00475498613129045"
thrombose,"0,00256771307877081",cuir chevelu,"0,00422665433892484"
nerf moteur,"0,00240205417046302",narine,"0,00369832254655924"
apophyse,"0,00207073635384743",xiii,"0,00283978338396513"
affection nerveux,"0,00198790689969353",infirmité,"0,00257561748778233"
plante du pied,"0,00198790689969353",défectueux,"0,00171707832518822"
palpitation,"0,00149093017477015",faculté intellectuel,"0,00145291242900541"
prodrome,"0,000745465087385073",minutieux,"0,00112270505877691"
prédominant,"0,00049697672492338",exagéré,0
académie de médecine,0,,
