#	type	rank	key	lemma	dFreq	pattern	pilot	spec	freq	ind	iFreq	tfIdf
319	T	319	na: paralysie général	paralysie général	65	N A	paralysie générale	3.54	4440	0.82	3624	68.31
320	T	320	a: pyramidal	pyramidal	65	A	pyramidal	3.50	1748	0.13	223	26.89
321	T	321	a: géné	géné	54	A	géné	3.47	535	0.23	122	9.91
322	T	322	a: vertébral	vertébral	67	A	vertébrale	3.42	966	0.13	125	14.42
323	T	323	n: hémisphère	hémisphère	66	N	hémisphère	3.30	2567	0.27	684	38.89
324	T	324	a: défectueux	défectueux	58	A	défectueuse	3.31	373	0.68	253	6.43
325	T	325	n: paupière	paupière	66	N	paupières	3.83	1231	0.41	501	18.65
326	T	326	na: paralysie facial	paralysie facial	59	N A	paralysie faciale	3.21	598	0.57	340	10.14
327	T	327	n: phtisie	phtisie	46	N	phtisie	3.20	290	0.34	99	6.30
328	T	328	na: écorce cérébral	écorce cérébral	59	N A	écorce cérébrale	3.15	781	0.95	745	13.24
329	T	329	n: insomnie	insomnie	62	N	insomnie	3.52	608	0.84	508	9.81
330	T	330	n: urine	urine	66	N	urine	4.22	3010	0.43	1294	45.61
331	T	331	a: graduel	graduel	63	A	graduelle	3.21	300	0.64	192	4.76
332	T	332	n: sieur	sieur	56	N	sieurs	3.45	516	0.67	346	9.21
333	T	333	n: myxoedème	myxoedème	38	N	myxoedème	3.37	434	0.67	292	11.42
334	T	334	a: cervical	cervical	67	A	cervicale	3.99	1781	0.20	363	26.58
335	T	335	n: logie	logie	57	N	logie	3.29	359	0.73	263	6.30
336	T	336	n: chiasma	chiasma	50	N	chiasma	3.16	267	0.57	151	5.34
337	T	337	na: lésion cérébral	lésion cérébral	63	N A	lésion cérébrale	3.36	417	0.73	305	6.62
338	T	338	npn: arc de cercle	arc de cercle	41	N P N	arc de cercle	3.21	295	0.86	253	7.20
339	T	339	n: incontinence	incontinence	60	N	incontinence	3.41	471	0.19	88	7.85
340	T	340	na: idée délirant	idée délirant	57	N A	idées délirantes	3.35	812	0.80	651	14.25
341	T	341	n: amnésie	amnésie	58	N	amnésie	3.46	1050	0.52	544	18.10
342	T	342	npn: cas de paralysie	cas de paralysie	65	N P N	cas de paralysie	3.53	623	0.26	163	9.58
343	T	343	a: passionnel	passionnel	43	A	passionnelles	3.36	417	0.24	102	9.70
344	T	344	n: dortoir	dortoir	56	N	dortoirs	3.29	353	0.84	295	6.30
345	T	345	npn: attaque de épilepsie	attaque de épilepsie	55	N P N	attaques d'épilepsie	3.17	273	0.81	221	4.96
346	T	346	n: onanisme	onanisme	51	N	onanisme	3.22	302	0.84	254	5.92
347	T	347	n: larynx	larynx	62	N	larynx	3.32	380	0.66	252	6.13
348	T	348	a: oculaire	oculaire	66	A	oculaires	3.59	1432	0.17	237	21.70
349	T	349	a: ganglionnaire	ganglionnaire	59	A	ganglionnaires	3.34	403	0.14	58	6.83
350	T	350	n: amaurose	amaurose	55	N	amaurose	3.24	315	0.44	138	5.73
351	T	351	na: attaque hystérique	attaque hystérique	42	N A	attaque hystérique	3.17	268	0.92	247	6.38
352	T	352	n: eschare	eschare	47	N	eschare	3.32	384	0.55	213	8.17
353	T	353	n: catalepsie	catalepsie	52	N	catalepsie	3.56	660	0.78	512	12.69
354	T	354	na: médecine mental	médecine mental	52	N A	médecine mentale	3.22	302	0.49	148	5.81
355	T	355	a: biliaire	biliaire	33	A	biliaires	3.60	729	0.18	132	22.09
356	T	356	a: puerpéral	puerpéral	55	A	puerpérale	3.21	298	0.38	114	5.42
357	T	357	n: lade	lade	59	N	lade	3.36	420	0.95	401	7.12
358	T	358	a: tactile	tactile	62	A	tactile	3.56	664	0.15	102	10.71
359	T	359	n: massage	massage	59	N	massage	3.23	308	0.84	259	5.22
360	T	360	na: glande thyroïde	glande thyroïde	43	N A	glande thyroïde	3.36	421	0.90	378	9.79
361	T	361	a: médian	médian	66	A	médiane	3.57	1376	0.28	386	20.85
362	T	362	n: neurologiste	neurologiste	45	N	neurologistes	3.20	576	0.71	408	12.80
363	T	363	r: emblée	emblée	67	R	emblée	3.37	425	1.00	425	6.34
364	T	364	na: folie systématique	folie systématique	36	N A	folie systématique	3.40	456	0.50	229	12.67
365	T	365	n: migraine	migraine	64	N	migraine	3.71	943	0.50	473	14.73
366	T	366	a: centripète	centripète	57	A	centripètes	3.34	398	0.38	153	6.98
367	T	367	na: asile clinique	asile clinique	44	N A	Asile clinique	3.17	271	0.98	265	6.16
368	T	368	a: sanguin	sanguin	65	A	sanguin	3.71	945	0.20	185	14.54
369	T	369	a: artériel	artériel	65	A	artérielle	3.64	792	0.19	151	12.18
370	T	370	a: brachial	brachial	64	A	brachial	3.50	576	0.20	113	9.00
371	T	371	n: mala	mala	56	N	mala	3.26	333	0.91	302	5.95
372	T	372	n: protubérance	protubérance	62	N	protubérance	3.64	800	0.75	603	12.90
373	T	373	n: strabisme	strabisme	60	N	strabisme	3.26	336	0.57	191	5.60
374	T	374	a: pair	pair	58	A	paire	3.22	305	0.79	242	5.26
375	T	375	na: affection nerveux	affection nerveux	62	N A	affections nerveuses	3.18	276	0.82	226	4.45
376	T	376	n: catatonie	catatonie	39	N	catatonie	3.30	363	0.78	282	9.31
377	T	377	npn: heure du soir	heure du soir	63	N P N	heures du soir	3.30	369	0.99	365	5.86
378	T	378	n: congestion	congestion	65	N	congestion	3.55	650	0.41	268	10.00
379	T	379	npn: thèse de pari	thèse de pari	54	N P N	Thèse de Paris	3.41	474	1.00	473	8.78
380	T	380	a: sible	sible	57	A	sible	3.17	270	1.00	270	4.74
381	T	381	n: ponction	ponction	42	N	ponction	3.26	332	0.30	100	7.90
382	T	382	n: diarrhée	diarrhée	64	N	diarrhée	3.32	387	0.74	285	6.05
383	T	383	n: chloral	chloral	53	N	chloral	3.22	301	0.70	212	5.68
384	T	384	n: dendrite	dendrite	20	N	dendrites	3.22	305	0.69	209	15.25
385	T	385	n: nant	nant	58	N	nant	3.25	327	0.90	294	5.64
386	T	386	n: vation	vation	56	N	vation	3.27	339	0.84	284	6.05
387	T	387	n: ictus	ictus	59	N	ictus	3.42	479	0.51	246	8.12
388	T	388	a: prédominant	prédominant	63	A	prédominante	3.17	269	0.56	150	4.27
389	T	389	na: racine antérieur	racine antérieur	54	N A	racines antérieures	3.21	298	0.61	183	5.52
390	T	390	n: prédisposition	prédisposition	64	N	prédisposition	3.36	831	0.47	393	12.98
391	T	391	n: rémission	rémission	63	N	rémission	3.52	605	0.69	418	9.60
392	T	392	n: vements	vements	59	N	vements	3.21	296	0.60	178	5.02
393	T	393	a: destructif	destructif	57	A	destructives	3.17	273	0.27	75	4.79
394	T	394	a: scléreux	scléreux	64	A	scléreux	3.36	415	0.31	129	6.48
395	T	395	n: débilité	débilité	57	N	débilité	3.19	286	0.15	43	5.02
396	T	396	a: simultané	simultané	63	A	simultanée	3.33	396	0.47	187	6.29
397	T	397	n: scissure	scissure	58	N	scissure	3.80	1169	0.14	168	20.16
398	T	398	n: sation	sation	55	N	sation	3.15	261	0.82	213	4.75
399	T	399	a: laires	laires	52	A	laires	3.22	301	1.00	301	5.79
400	T	400	n: morphine	morphine	59	N	morphine	3.42	485	0.59	288	8.22
401	T	401	a: facial	facial	64	A	facial	4.13	2476	0.46	1134	38.69
402	T	402	a: fibreux	fibreux	61	A	fibreux	3.42	478	0.33	159	7.84
403	T	403	n: paralytique	paralytique	59	N	paralytiques	3.57	2733	0.57	1551	46.32
404	T	404	n: démence	démence	63	N	démence	3.91	2973	0.31	921	47.19
405	T	405	n: globule	globule	59	N	globules	3.33	395	0.19	77	6.69
406	T	406	a: congestif	congestif	59	A	congestives	3.18	278	0.33	91	4.71
407	T	407	a: cortical	cortical	66	A	corticale	4.16	2676	0.19	501	40.55
408	T	408	a: rale	rale	54	A	rale	3.41	474	1.00	473	8.78
409	T	409	a: musculaire	musculaire	68	A	musculaire	3.74	6040	0.15	912	88.82
410	T	410	na: délire aigu	délire aigu	49	N A	délire aigu	3.27	338	0.74	251	6.90
411	T	411	npn: plante du pied	plante du pied	60	N P N	plante du pied	3.16	267	0.88	236	4.45
412	T	412	n: ouïe	ouïe	64	N	ouïe	3.79	1120	0.38	431	17.50
413	T	413	n: myéline	myéline	57	N	myéline	3.69	902	0.36	326	15.82
414	T	414	n: coloration	coloration	68	N	coloration	3.35	1223	0.36	438	17.99
415	T	415	n: phie	phie	55	N	phie	3.17	271	0.58	156	4.93
416	T	416	a: ques	ques	64	A	ques	3.85	1289	1.00	1288	20.14
417	T	417	na: conception délirant	conception délirant	52	N A	conceptions délirantes	3.27	342	0.88	302	6.58
418	T	418	n: trique	trique	55	N	trique	3.19	284	0.85	240	5.16
419	T	419	na: pli courbe	pli courbe	52	N A	pli courbe	3.28	347	0.69	238	6.67
420	T	420	a: osseux	osseux	62	A	osseuse	3.71	940	0.28	260	15.16
421	T	421	a: muscu	muscu	54	A	muscu	3.17	269	0.40	107	4.98
422	T	422	n: myélite	myélite	63	N	myélite	3.82	1221	0.26	318	19.38
423	T	423	a: impulsif	impulsif	59	A	impulsifs	3.41	471	0.61	286	7.98
424	T	424	a: lombaire	lombaire	68	A	lombaire	3.90	1442	0.17	242	21.21
425	T	425	n: pott	pott	51	N	Pott	3.18	275	0.92	252	5.39
426	T	426	na: trouble intellectuel	trouble intellectuel	55	N A	troubles intellectuels	3.19	282	0.93	262	5.13
427	T	427	n: caillot	caillot	53	N	caillots	3.36	423	0.58	246	7.98
428	T	428	n: neurol	neurol	47	N	Neurol	3.33	389	1.00	389	8.28
429	T	429	n: rieures	rieures	57	N	rieures	3.26	332	0.89	295	5.82
430	T	430	a: sous-cutané	sous-cutané	64	A	sous-cutanées	3.34	405	0.21	86	6.33
431	T	431	n: gaine	gaine	62	N	gaine	3.32	761	0.23	177	12.27
432	T	432	n: soude	soude	57	N	soude	3.31	373	0.12	46	6.54
433	T	433	na: cordon postérieur	cordon postérieur	61	N A	cordons postérieurs	3.17	1359	0.64	865	22.28
434	T	434	n: méde	méde	55	N	méde	3.30	365	0.79	289	6.64
435	T	435	a: obsédant	obsédant	39	A	obsédantes	3.37	434	0.38	165	11.13
436	T	436	a: exagéré	exagéré	64	A	exagérée	3.23	309	0.62	192	4.83
437	T	437	n: névralgie	névralgie	63	N	névralgie	3.42	974	0.41	395	15.46
438	T	438	n: thrombose	thrombose	58	N	thrombose	3.16	262	0.62	163	4.52
439	T	439	n: sécrétion	sécrétion	63	N	sécrétion	3.20	574	0.32	185	9.11
440	T	440	n: chique	chique	53	N	chiques	3.18	276	0.94	259	5.21
441	T	441	n: ques	ques	56	N	ques	3.36	417	0.83	346	7.45
442	T	442	na: couche optique	couche optique	61	N A	couche optique	3.20	870	0.92	799	14.26
443	T	443	a: saillant	saillant	67	A	saillantes	3.37	432	0.73	317	6.45
444	T	444	na: maladie infectieux	maladie infectieux	54	N A	maladies infectieuses	3.19	281	0.86	242	5.20
445	T	445	n: surdité	surdité	63	N	surdité	3.37	852	0.29	243	13.52
446	T	446	n: neurolog	neurolog	41	N	Neurolog	3.37	429	1.00	428	10.46
447	T	447	a: frontal	frontal	64	A	frontale	3.90	2933	0.35	1012	45.83
448	T	448	a: veineux	veineux	60	A	veineux	3.26	331	0.31	102	5.52
449	T	449	a: rieur	rieur	60	A	rieur	3.37	850	1.00	847	14.17
450	T	450	n: môme	môme	63	N	môme	3.53	627	0.67	419	9.95
451	T	451	a: tive	tive	56	A	tive	3.26	336	1.00	335	6.00
452	T	452	n: london	london	52	N	London	3.22	302	0.97	292	5.81
453	T	453	a: diabétique	diabétique	48	A	diabétique	3.45	512	0.64	328	10.67
454	T	454	a: longitudinal	longitudinal	63	A	longitudinal	3.17	541	0.21	116	8.59
455	T	455	n: reil	reil	54	N	Reil	3.34	399	0.16	63	7.39
456	T	456	na: centre cortical	centre cortical	55	N A	centres corticaux	3.36	422	0.77	323	7.67
457	T	457	n: rate	rate	55	N	rate	3.33	391	0.67	261	7.11
458	T	458	na: accident nerveux	accident nerveux	62	N A	accidents nerveux	3.25	325	0.87	284	5.24
459	T	459	a: viscéral	viscéral	62	A	viscérales	3.45	512	0.35	177	8.26
460	T	460	na: hémisphère gauche	hémisphère gauche	57	N A	hémisphère gauche	3.38	438	0.97	423	7.68
461	T	461	a: rhumatismal	rhumatismal	61	A	rhumatismale	3.21	294	0.35	103	4.82
462	T	462	a: appréciable	appréciable	67	A	appréciable	3.20	880	0.43	382	13.13
463	T	463	a: curable	curable	56	A	curables	3.29	361	0.76	274	6.45
464	T	464	n: estomac	estomac	65	N	estomac	3.77	1074	0.66	708	16.52
465	T	465	n: hystérie	hystérie	66	N	hystérie	4.02	5770	0.57	3287	87.42
466	T	466	na: maladie nerveux	maladie nerveux	66	N A	maladies nerveuses	3.15	782	0.40	316	11.85
467	T	467	n: esquirol	esquirol	56	N	Esquirol	3.23	309	0.68	211	5.52
468	T	468	na: racine postérieur	racine postérieur	61	N A	racines postérieures	3.30	735	0.71	522	12.05
469	T	469	a: pulmonaire	pulmonaire	66	A	pulmonaire	3.19	1132	0.19	216	17.15
470	T	470	n: contorsion	contorsion	42	N	contorsions	3.18	280	0.64	180	6.67
471	T	471	n: œdème	œdème	66	N	oedème	3.77	1074	0.47	504	16.27
472	T	472	n: arthrite	arthrite	50	N	arthrite	3.30	362	0.34	122	7.24
473	T	473	n: sion	sion	64	N	sion	3.84	1273	0.81	1026	19.89
474	T	474	na: œuvre complet	œuvre complet	26	N A	Œuvres complètes	3.18	276	0.99	272	10.62
475	T	475	n: contraction	contraction	67	N	contraction	3.59	2132	0.40	854	31.82
476	T	476	na: nerf moteur	nerf moteur	62	N A	nerfs moteurs	3.18	279	0.53	149	4.50
477	T	477	n: déglutition	déglutition	65	N	déglutition	3.38	439	0.39	172	6.75
478	T	478	a: gastrique	gastrique	66	A	gastriques	3.60	726	0.27	198	11.00
479	T	479	a: radiculaire	radiculaire	57	A	radiculaires	3.20	867	0.17	149	15.21
480	T	480	a: sensoriel	sensoriel	62	A	sensoriels	3.99	1770	0.28	502	28.55
481	T	481	n: ganglion	ganglion	66	N	ganglions	3.90	1442	0.31	442	21.85
482	T	482	n: rhumatisme	rhumatisme	66	N	rhumatisme	3.42	1461	0.14	211	22.14
483	T	483	n: symp	symp	57	N	symp	3.52	607	0.93	566	10.65
484	T	484	na: partie postérieur	partie postérieur	67	N A	partie postérieure	3.19	573	0.74	424	8.55
485	T	485	n: subs	subs	51	N	subs	3.18	280	0.92	257	5.49
486	T	486	n: tare	tare	59	N	tare	3.55	657	0.28	187	11.14
487	T	487	n: tain	tain	56	N	tains	3.27	338	0.42	142	6.04
488	T	488	n: tact	tact	61	N	tact	3.32	386	0.67	259	6.33
489	T	489	n: tion	tion	68	N	tion	4.50	5778	0.69	3987	84.97
490	T	490	a: latéral	latéral	68	A	latérale	3.92	3074	0.17	521	45.21
491	T	491	n: fibrille	fibrille	51	N	fibrilles	3.34	404	0.63	253	7.92
492	T	492	n: ventricule	ventricule	65	N	ventricule	3.78	1107	0.30	328	17.03
493	T	493	n: fourmillement	fourmillement	62	N	fourmillements	3.26	332	0.65	215	5.35
494	T	494	n: ture	ture	59	N	ture	3.42	478	0.81	387	8.10
495	T	495	a: ivrogne	ivrogne	56	A	ivrognes	3.19	284	0.98	278	5.07
496	T	496	na: antécédent personnel	antécédent personnel	50	N A	Antécédents personnels	3.20	293	0.92	269	5.86
497	T	497	a: mélancolique	mélancolique	59	A	mélancolique	3.22	1528	0.61	936	25.90
498	T	498	a: dorsal	dorsal	67	A	dorsale	3.77	2156	0.18	393	32.18
499	T	499	n: toux	toux	64	N	toux	3.33	390	0.61	238	6.09
500	T	500	n: néoplasme	néoplasme	53	N	néoplasme	3.16	267	0.83	221	5.04
